Downloading kernel from kernels-community/flash-attn3...
Warning: Failed to clone repository: Command '['git', 'clone', 'https://github.com/kernels-community/flash-attn3.git']' returned non-zero exit status 128.
Fallback: Using torch.nn.functional.scaled_dot_product_attention
Flash attention kernel loaded but missing flash_attn_func, using PyTorch FA2
Loading training dataset...
Dataset: loading cached dataset from /home/bimrose2/.cache/autoresearch/vision/dataset_cache.pt
Model config: {'image_size': 64, 'patch_size': 8, 'num_classes': 200, 'n_layer': 8, 'n_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  patch_embed             : 147,456
  head                    : 153,600
  transformer_matrices    : 56,623,872
  scalars                 : 16
  total                   : 56,924,944
Estimated FLOPs per forward pass: 3.556071e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1
Dataset size: 100000, samples/opt-step: 1024, steps/epoch: 98

step 00000 (0.0%) | loss: 5.3045 | lrm: 1.00 | dt: 4517ms | tok/sec: 14,508 | mfu: 1.4% | remaining: 300s    
step 00001 (0.0%) | loss: 94.2628 | lrm: 1.00 | dt: 416ms | tok/sec: 157,679 | mfu: 15.5% | remaining: 300s    
step 00002 (0.0%) | loss: 110.3745 | lrm: 1.00 | dt: 421ms | tok/sec: 155,814 | mfu: 15.3% | remaining: 300s    
step 00003 (0.0%) | loss: 138.6335 | lrm: 1.00 | dt: 410ms | tok/sec: 159,898 | mfu: 15.7% | remaining: 300s    
step 00004 (0.0%) | loss: 111.7197 | lrm: 1.00 | dt: 408ms | tok/sec: 160,745 | mfu: 15.8% | remaining: 300s    
step 00005 (0.0%) | loss: 172.5121 | lrm: 1.00 | dt: 409ms | tok/sec: 160,380 | mfu: 15.7% | remaining: 300s    
step 00006 (0.0%) | loss: 194.0320 | lrm: 1.00 | dt: 412ms | tok/sec: 158,907 | mfu: 15.6% | remaining: 300s    
step 00007 (0.0%) | loss: 170.3012 | lrm: 1.00 | dt: 411ms | tok/sec: 159,263 | mfu: 15.6% | remaining: 300s    
step 00008 (0.0%) | loss: 171.3086 | lrm: 1.00 | dt: 425ms | tok/sec: 154,070 | mfu: 15.1% | remaining: 300s    
step 00009 (0.0%) | loss: 191.8399 | lrm: 1.00 | dt: 412ms | tok/sec: 159,074 | mfu: 15.6% | remaining: 300s    
step 00010 (0.0%) | loss: 217.7482 | lrm: 1.00 | dt: 409ms | tok/sec: 160,119 | mfu: 15.7% | remaining: 300s    
step 00011 (0.0%) | loss: 220.7200 | lrm: 1.00 | dt: 409ms | tok/sec: 160,428 | mfu: 15.7% | remaining: 300s    
step 00012 (0.1%) | loss: 199.5064 | lrm: 1.00 | dt: 414ms | tok/sec: 158,339 | mfu: 15.5% | remaining: 299s    
step 00013 (0.3%) | loss: 186.6092 | lrm: 1.00 | dt: 423ms | tok/sec: 155,009 | mfu: 15.2% | remaining: 299s    
step 00014 (0.4%) | loss: 189.2299 | lrm: 1.00 | dt: 422ms | tok/sec: 155,254 | mfu: 15.2% | remaining: 298s    
step 00015 (0.6%) | loss: 184.1250 | lrm: 1.00 | dt: 415ms | tok/sec: 157,976 | mfu: 15.5% | remaining: 298s    
step 00016 (0.7%) | loss: 184.1232 | lrm: 1.00 | dt: 428ms | tok/sec: 153,063 | mfu: 15.0% | remaining: 297s    
step 00017 (0.8%) | loss: 169.4279 | lrm: 1.00 | dt: 427ms | tok/sec: 153,366 | mfu: 15.0% | remaining: 297s    
step 00018 (1.0%) | loss: 161.7407 | lrm: 1.00 | dt: 424ms | tok/sec: 154,738 | mfu: 15.2% | remaining: 297s    
step 00336 (47.1%) | loss: 5.3283 | lrm: 1.00 | dt: 440ms | tok/sec: 148,905 | mfu: 14.6% | remaining: 158s    
step 00337 (47.2%) | loss: 5.3384 | lrm: 1.00 | dt: 441ms | tok/sec: 148,709 | mfu: 14.6% | remaining: 158s    
step 00338 (47.4%) | loss: 5.3688 | lrm: 1.00 | dt: 442ms | tok/sec: 148,105 | mfu: 14.5% | remaining: 157s    
step 00339 (47.5%) | loss: 5.3680 | lrm: 1.00 | dt: 443ms | tok/sec: 148,006 | mfu: 14.5% | remaining: 157s    
step 00340 (47.7%) | loss: 5.3741 | lrm: 1.00 | dt: 447ms | tok/sec: 146,567 | mfu: 14.4% | remaining: 157s    
step 00341 (47.8%) | loss: 5.4393 | lrm: 1.00 | dt: 447ms | tok/sec: 146,640 | mfu: 14.4% | remaining: 156s    
step 00342 (48.0%) | loss: 5.5078 | lrm: 1.00 | dt: 443ms | tok/sec: 147,771 | mfu: 14.5% | remaining: 156s    
step 00343 (48.1%) | loss: 5.7184 | lrm: 1.00 | dt: 447ms | tok/sec: 146,512 | mfu: 14.4% | remaining: 155s    
step 00344 (48.3%) | loss: 5.9995 | lrm: 1.00 | dt: 447ms | tok/sec: 146,501 | mfu: 14.4% | remaining: 155s    
step 00345 (48.4%) | loss: 7.3694 | lrm: 1.00 | dt: 449ms | tok/sec: 146,110 | mfu: 14.3% | remaining: 154s    
step 00346 (48.5%) | loss: 8.2134 | lrm: 1.00 | dt: 445ms | tok/sec: 147,371 | mfu: 14.5% | remaining: 154s    
step 00347 (48.7%) | loss: 8.2129 | lrm: 1.00 | dt: 447ms | tok/sec: 146,471 | mfu: 14.4% | remaining: 153s    
step 00348 (48.8%) | loss: 12.2106 | lrm: 1.00 | dt: 454ms | tok/sec: 144,418 | mfu: 14.2% | remaining: 153s    
step 00349 (49.0%) | loss: 24.2327 | lrm: 1.00 | dt: 454ms | tok/sec: 144,479 | mfu: 14.2% | remaining: 153s    
step 00350 (49.1%) | loss: 33.7297 | lrm: 1.00 | dt: 459ms | tok/sec: 142,851 | mfu: 14.0% | remaining: 152s    
step 00351 (49.3%) | loss: 49.6734 | lrm: 1.00 | dt: 451ms | tok/sec: 145,174 | mfu: 14.2% | remaining: 152s    
step 00352 (49.5%) | loss: 55.2493 | lrm: 1.00 | dt: 458ms | tok/sec: 143,049 | mfu: 14.0% | remaining: 151s    
step 00353 (49.6%) | loss: 52.3185 | lrm: 1.00 | dt: 451ms | tok/sec: 145,174 | mfu: 14.2% | remaining: 151s    
step 00354 (49.8%) | loss: 63.6573 | lrm: 1.00 | dt: 458ms | tok/sec: 143,037 | mfu: 14.0% | remaining: 150s    
step 00355 (49.9%) | loss: 76.1270 | lrm: 1.00 | dt: 466ms | tok/sec: 140,559 | mfu: 13.8% | remaining: 150s    
step 00356 (50.1%) | loss: 81.0300 | lrm: 1.00 | dt: 452ms | tok/sec: 144,930 | mfu: 14.2% | remaining: 149s    
step 00357 (50.2%) | loss: 79.0781 | lrm: 1.00 | dt: 451ms | tok/sec: 145,268 | mfu: 14.3% | remaining: 149s    
step 00358 (50.4%) | loss: 76.2304 | lrm: 0.99 | dt: 450ms | tok/sec: 145,623 | mfu: 14.3% | remaining: 148s    
step 00359 (50.5%) | loss: 79.2536 | lrm: 0.99 | dt: 462ms | tok/sec: 141,881 | mfu: 13.9% | remaining: 148s    
step 00360 (50.7%) | loss: 80.1756 | lrm: 0.99 | dt: 456ms | tok/sec: 143,628 | mfu: 14.1% | remaining: 148s    
step 00361 (50.8%) | loss: 76.3253 | lrm: 0.98 | dt: 452ms | tok/sec: 144,844 | mfu: 14.2% | remaining: 147s    
step 00362 (51.0%) | loss: 71.5745 | lrm: 0.98 | dt: 450ms | tok/sec: 145,697 | mfu: 14.3% | remaining: 147s    
step 00363 (51.1%) | loss: 71.5754 | lrm: 0.98 | dt: 454ms | tok/sec: 144,305 | mfu: 14.2% | remaining: 146s    
step 00364 (51.3%) | loss: 70.1250 | lrm: 0.97 | dt: 454ms | tok/sec: 144,219 | mfu: 14.1% | remaining: 146s    
step 00365 (51.4%) | loss: 66.2431 | lrm: 0.97 | dt: 455ms | tok/sec: 144,038 | mfu: 14.1% | remaining: 145s    
step 00366 (51.6%) | loss: 61.8568 | lrm: 0.97 | dt: 448ms | tok/sec: 146,360 | mfu: 14.4% | remaining: 145s    
step 00367 (51.7%) | loss: 57.9012 | lrm: 0.97 | dt: 445ms | tok/sec: 147,135 | mfu: 14.4% | remaining: 144s    
step 00368 (51.9%) | loss: 55.0842 | lrm: 0.96 | dt: 445ms | tok/sec: 147,296 | mfu: 14.4% | remaining: 144s    
step 00369 (52.0%) | loss: 52.6416 | lrm: 0.96 | dt: 449ms | tok/sec: 146,019 | mfu: 14.3% | remaining: 143s    
step 00370 (52.2%) | loss: 49.8684 | lrm: 0.96 | dt: 448ms | tok/sec: 146,343 | mfu: 14.4% | remaining: 143s    
step 00371 (52.3%) | loss: 46.9296 | lrm: 0.95 | dt: 457ms | tok/sec: 143,254 | mfu: 14.1% | remaining: 143s    
step 00372 (52.5%) | loss: 43.9572 | lrm: 0.95 | dt: 448ms | tok/sec: 146,267 | mfu: 14.3% | remaining: 142s    
step 00373 (52.6%) | loss: 41.3795 | lrm: 0.95 | dt: 448ms | tok/sec: 146,426 | mfu: 14.4% | remaining: 142s    
step 00374 (52.8%) | loss: 38.9096 | lrm: 0.94 | dt: 449ms | tok/sec: 146,055 | mfu: 14.3% | remaining: 141s    
step 00375 (52.9%) | loss: 36.6441 | lrm: 0.94 | dt: 448ms | tok/sec: 146,152 | mfu: 14.3% | remaining: 141s    
step 00376 (53.1%) | loss: 34.3474 | lrm: 0.94 | dt: 462ms | tok/sec: 141,819 | mfu: 13.9% | remaining: 140s    
step 00377 (53.2%) | loss: 32.2609 | lrm: 0.94 | dt: 447ms | tok/sec: 146,541 | mfu: 14.4% | remaining: 140s    
step 00378 (53.4%) | loss: 30.3854 | lrm: 0.93 | dt: 450ms | tok/sec: 145,781 | mfu: 14.3% | remaining: 139s    
step 00379 (53.5%) | loss: 28.7227 | lrm: 0.93 | dt: 453ms | tok/sec: 144,811 | mfu: 14.2% | remaining: 139s    
step 00380 (53.7%) | loss: 27.0644 | lrm: 0.93 | dt: 447ms | tok/sec: 146,457 | mfu: 14.4% | remaining: 139s    
step 00381 (53.8%) | loss: 25.4609 | lrm: 0.92 | dt: 449ms | tok/sec: 145,944 | mfu: 14.3% | remaining: 138s    
step 00382 (54.0%) | loss: 23.9075 | lrm: 0.92 | dt: 446ms | tok/sec: 146,906 | mfu: 14.4% | remaining: 138s    
step 00383 (54.1%) | loss: 22.4270 | lrm: 0.92 | dt: 445ms | tok/sec: 147,168 | mfu: 14.4% | remaining: 137s    
step 00384 (54.3%) | loss: 21.0778 | lrm: 0.91 | dt: 448ms | tok/sec: 146,230 | mfu: 14.3% | remaining: 137s    
step 00385 (54.4%) | loss: 19.9502 | lrm: 0.91 | dt: 445ms | tok/sec: 147,142 | mfu: 14.4% | remaining: 136s    
step 00386 (54.6%) | loss: 18.8570 | lrm: 0.91 | dt: 451ms | tok/sec: 145,379 | mfu: 14.3% | remaining: 136s    
step 00387 (54.7%) | loss: 17.9007 | lrm: 0.91 | dt: 448ms | tok/sec: 146,442 | mfu: 14.4% | remaining: 135s    
step 00388 (54.9%) | loss: 17.0176 | lrm: 0.90 | dt: 448ms | tok/sec: 146,346 | mfu: 14.4% | remaining: 135s    
step 00389 (55.0%) | loss: 16.2286 | lrm: 0.90 | dt: 451ms | tok/sec: 145,407 | mfu: 14.3% | remaining: 134s    
step 00390 (55.2%) | loss: 15.4078 | lrm: 0.90 | dt: 449ms | tok/sec: 145,845 | mfu: 14.3% | remaining: 134s    
step 00391 (55.3%) | loss: 14.5753 | lrm: 0.89 | dt: 423ms | tok/sec: 154,792 | mfu: 15.2% | remaining: 134s    
step 00392 (55.5%) | loss: 13.7951 | lrm: 0.89 | dt: 448ms | tok/sec: 146,409 | mfu: 14.4% | remaining: 133s    
step 00393 (55.6%) | loss: 13.0699 | lrm: 0.89 | dt: 452ms | tok/sec: 145,111 | mfu: 14.2% | remaining: 133s    
step 00394 (55.8%) | loss: 12.4918 | lrm: 0.88 | dt: 449ms | tok/sec: 146,100 | mfu: 14.3% | remaining: 132s    
step 00395 (55.9%) | loss: 11.9309 | lrm: 0.88 | dt: 450ms | tok/sec: 145,512 | mfu: 14.3% | remaining: 132s    
step 00396 (56.1%) | loss: 11.3970 | lrm: 0.88 | dt: 451ms | tok/sec: 145,293 | mfu: 14.3% | remaining: 131s    
step 00397 (56.2%) | loss: 10.8675 | lrm: 0.88 | dt: 448ms | tok/sec: 146,163 | mfu: 14.3% | remaining: 131s    
step 00398 (56.4%) | loss: 10.4225 | lrm: 0.87 | dt: 451ms | tok/sec: 145,333 | mfu: 14.3% | remaining: 130s    
step 00399 (56.5%) | loss: 10.0152 | lrm: 0.87 | dt: 447ms | tok/sec: 146,472 | mfu: 14.4% | remaining: 130s    
step 00400 (56.7%) | loss: 9.6458 | lrm: 0.87 | dt: 448ms | tok/sec: 146,303 | mfu: 14.4% | remaining: 130s    
step 00401 (56.8%) | loss: 9.2549 | lrm: 0.86 | dt: 447ms | tok/sec: 146,678 | mfu: 14.4% | remaining: 129s    
step 00402 (57.0%) | loss: 8.8856 | lrm: 0.86 | dt: 446ms | tok/sec: 146,905 | mfu: 14.4% | remaining: 129s    
step 00403 (57.1%) | loss: 8.5890 | lrm: 0.86 | dt: 442ms | tok/sec: 148,340 | mfu: 14.6% | remaining: 128s    
step 00404 (57.3%) | loss: 8.3012 | lrm: 0.85 | dt: 445ms | tok/sec: 147,275 | mfu: 14.4% | remaining: 128s    
step 00405 (57.4%) | loss: 8.0268 | lrm: 0.85 | dt: 448ms | tok/sec: 146,382 | mfu: 14.4% | remaining: 127s    
step 00406 (57.5%) | loss: 7.7797 | lrm: 0.85 | dt: 462ms | tok/sec: 141,703 | mfu: 13.9% | remaining: 127s    
step 00407 (57.7%) | loss: 7.5115 | lrm: 0.85 | dt: 445ms | tok/sec: 147,250 | mfu: 14.4% | remaining: 126s    
step 00408 (57.9%) | loss: 7.2852 | lrm: 0.84 | dt: 447ms | tok/sec: 146,496 | mfu: 14.4% | remaining: 126s    
step 00409 (58.0%) | loss: 7.0963 | lrm: 0.84 | dt: 449ms | tok/sec: 145,830 | mfu: 14.3% | remaining: 126s    
step 00410 (58.2%) | loss: 6.9282 | lrm: 0.84 | dt: 451ms | tok/sec: 145,188 | mfu: 14.2% | remaining: 125s    
step 00411 (58.3%) | loss: 6.7322 | lrm: 0.83 | dt: 448ms | tok/sec: 146,136 | mfu: 14.3% | remaining: 125s    
step 00412 (58.5%) | loss: 6.5856 | lrm: 0.83 | dt: 452ms | tok/sec: 145,044 | mfu: 14.2% | remaining: 124s    
step 00413 (58.6%) | loss: 6.4420 | lrm: 0.83 | dt: 456ms | tok/sec: 143,770 | mfu: 14.1% | remaining: 124s    
step 00414 (58.8%) | loss: 6.3036 | lrm: 0.82 | dt: 444ms | tok/sec: 147,446 | mfu: 14.5% | remaining: 123s    
step 00415 (58.9%) | loss: 6.1926 | lrm: 0.82 | dt: 449ms | tok/sec: 145,901 | mfu: 14.3% | remaining: 123s    
step 00416 (59.1%) | loss: 6.0691 | lrm: 0.82 | dt: 446ms | tok/sec: 146,846 | mfu: 14.4% | remaining: 122s    
step 00417 (59.2%) | loss: 5.9471 | lrm: 0.82 | dt: 450ms | tok/sec: 145,507 | mfu: 14.3% | remaining: 122s    
step 00418 (59.4%) | loss: 5.8492 | lrm: 0.81 | dt: 443ms | tok/sec: 147,873 | mfu: 14.5% | remaining: 122s    
step 00419 (59.5%) | loss: 5.7425 | lrm: 0.81 | dt: 456ms | tok/sec: 143,697 | mfu: 14.1% | remaining: 121s    
step 00420 (59.7%) | loss: 5.6822 | lrm: 0.81 | dt: 447ms | tok/sec: 146,599 | mfu: 14.4% | remaining: 121s    
step 00421 (59.8%) | loss: 5.6208 | lrm: 0.80 | dt: 452ms | tok/sec: 145,008 | mfu: 14.2% | remaining: 120s    
step 00422 (59.9%) | loss: 5.5521 | lrm: 0.80 | dt: 448ms | tok/sec: 146,432 | mfu: 14.4% | remaining: 120s    
step 00423 (60.1%) | loss: 5.5043 | lrm: 0.80 | dt: 447ms | tok/sec: 146,651 | mfu: 14.4% | remaining: 119s    
step 00424 (60.2%) | loss: 5.4415 | lrm: 0.80 | dt: 452ms | tok/sec: 145,094 | mfu: 14.2% | remaining: 119s    
step 00425 (60.4%) | loss: 5.3595 | lrm: 0.79 | dt: 445ms | tok/sec: 147,299 | mfu: 14.4% | remaining: 118s    
step 00426 (60.5%) | loss: 5.2968 | lrm: 0.79 | dt: 449ms | tok/sec: 146,080 | mfu: 14.3% | remaining: 118s    
step 00427 (60.7%) | loss: 5.2682 | lrm: 0.79 | dt: 448ms | tok/sec: 146,303 | mfu: 14.4% | remaining: 117s    
step 00428 (60.8%) | loss: 5.2827 | lrm: 0.78 | dt: 449ms | tok/sec: 145,962 | mfu: 14.3% | remaining: 117s    
step 00429 (61.0%) | loss: 5.6162 | lrm: 0.78 | dt: 450ms | tok/sec: 145,620 | mfu: 14.3% | remaining: 117s    
step 00430 (61.1%) | loss: 5.9132 | lrm: 0.78 | dt: 445ms | tok/sec: 147,118 | mfu: 14.4% | remaining: 116s    
step 00431 (61.3%) | loss: 5.9838 | lrm: 0.77 | dt: 444ms | tok/sec: 147,644 | mfu: 14.5% | remaining: 116s    
step 00432 (61.4%) | loss: 5.9943 | lrm: 0.77 | dt: 450ms | tok/sec: 145,540 | mfu: 14.3% | remaining: 115s    
step 00433 (61.6%) | loss: 5.9743 | lrm: 0.77 | dt: 445ms | tok/sec: 147,279 | mfu: 14.4% | remaining: 115s    
step 00434 (61.7%) | loss: 5.9908 | lrm: 0.77 | dt: 454ms | tok/sec: 144,332 | mfu: 14.2% | remaining: 114s    
step 00435 (61.9%) | loss: 5.9470 | lrm: 0.76 | dt: 453ms | tok/sec: 144,820 | mfu: 14.2% | remaining: 114s    
step 00436 (62.0%) | loss: 5.8804 | lrm: 0.76 | dt: 463ms | tok/sec: 141,559 | mfu: 13.9% | remaining: 113s    
step 00437 (62.2%) | loss: 5.8823 | lrm: 0.76 | dt: 451ms | tok/sec: 145,388 | mfu: 14.3% | remaining: 113s    
step 00438 (62.3%) | loss: 5.8417 | lrm: 0.75 | dt: 450ms | tok/sec: 145,766 | mfu: 14.3% | remaining: 113s    
step 00439 (62.5%) | loss: 5.7916 | lrm: 0.75 | dt: 449ms | tok/sec: 146,071 | mfu: 14.3% | remaining: 112s    
step 00440 (62.6%) | loss: 5.7252 | lrm: 0.75 | dt: 450ms | tok/sec: 145,786 | mfu: 14.3% | remaining: 112s    
step 00441 (62.8%) | loss: 5.6805 | lrm: 0.74 | dt: 450ms | tok/sec: 145,697 | mfu: 14.3% | remaining: 111s    
step 00442 (62.9%) | loss: 5.6748 | lrm: 0.74 | dt: 441ms | tok/sec: 148,593 | mfu: 14.6% | remaining: 111s    
step 00443 (63.1%) | loss: 5.6393 | lrm: 0.74 | dt: 447ms | tok/sec: 146,574 | mfu: 14.4% | remaining: 110s    
step 00444 (63.2%) | loss: 5.6158 | lrm: 0.74 | dt: 447ms | tok/sec: 146,615 | mfu: 14.4% | remaining: 110s    
step 00445 (63.4%) | loss: 5.5891 | lrm: 0.73 | dt: 446ms | tok/sec: 146,957 | mfu: 14.4% | remaining: 109s    
step 00446 (63.5%) | loss: 5.5568 | lrm: 0.73 | dt: 448ms | tok/sec: 146,156 | mfu: 14.3% | remaining: 109s    
step 00447 (63.7%) | loss: 5.4836 | lrm: 0.73 | dt: 444ms | tok/sec: 147,735 | mfu: 14.5% | remaining: 108s    
step 00448 (63.8%) | loss: 5.4203 | lrm: 0.72 | dt: 444ms | tok/sec: 147,512 | mfu: 14.5% | remaining: 108s    
step 00449 (64.0%) | loss: 5.3511 | lrm: 0.72 | dt: 451ms | tok/sec: 145,262 | mfu: 14.3% | remaining: 108s    
step 00450 (64.1%) | loss: 5.3010 | lrm: 0.72 | dt: 443ms | tok/sec: 147,997 | mfu: 14.5% | remaining: 107s    
step 00451 (64.3%) | loss: 5.2417 | lrm: 0.71 | dt: 444ms | tok/sec: 147,502 | mfu: 14.5% | remaining: 107s    
step 00452 (64.4%) | loss: 5.1822 | lrm: 0.71 | dt: 449ms | tok/sec: 145,963 | mfu: 14.3% | remaining: 106s    
step 00453 (64.6%) | loss: 5.1226 | lrm: 0.71 | dt: 439ms | tok/sec: 149,135 | mfu: 14.6% | remaining: 106s    
step 00454 (64.7%) | loss: 5.0682 | lrm: 0.71 | dt: 444ms | tok/sec: 147,547 | mfu: 14.5% | remaining: 105s    
step 00455 (64.9%) | loss: 5.0138 | lrm: 0.70 | dt: 440ms | tok/sec: 148,882 | mfu: 14.6% | remaining: 105s    
step 00456 (65.0%) | loss: 4.9832 | lrm: 0.70 | dt: 444ms | tok/sec: 147,619 | mfu: 14.5% | remaining: 104s    
step 00457 (65.2%) | loss: 4.9521 | lrm: 0.70 | dt: 442ms | tok/sec: 148,407 | mfu: 14.6% | remaining: 104s    
step 00458 (65.3%) | loss: 4.9111 | lrm: 0.69 | dt: 444ms | tok/sec: 147,699 | mfu: 14.5% | remaining: 104s    
step 00459 (65.5%) | loss: 4.8646 | lrm: 0.69 | dt: 442ms | tok/sec: 148,304 | mfu: 14.5% | remaining: 103s    
step 00460 (65.6%) | loss: 4.8403 | lrm: 0.69 | dt: 447ms | tok/sec: 146,474 | mfu: 14.4% | remaining: 103s    
step 00461 (65.8%) | loss: 4.8085 | lrm: 0.68 | dt: 445ms | tok/sec: 147,280 | mfu: 14.4% | remaining: 102s    
step 00462 (65.9%) | loss: 4.7737 | lrm: 0.68 | dt: 440ms | tok/sec: 149,013 | mfu: 14.6% | remaining: 102s    
step 00463 (66.1%) | loss: 4.7513 | lrm: 0.68 | dt: 442ms | tok/sec: 148,330 | mfu: 14.6% | remaining: 101s    
step 00464 (66.2%) | loss: 4.7589 | lrm: 0.68 | dt: 440ms | tok/sec: 148,837 | mfu: 14.6% | remaining: 101s    
step 00465 (66.4%) | loss: 4.7258 | lrm: 0.67 | dt: 439ms | tok/sec: 149,364 | mfu: 14.7% | remaining: 101s    
step 00466 (66.5%) | loss: 4.6940 | lrm: 0.67 | dt: 441ms | tok/sec: 148,486 | mfu: 14.6% | remaining: 100s    
step 00467 (66.6%) | loss: 4.6707 | lrm: 0.67 | dt: 443ms | tok/sec: 147,885 | mfu: 14.5% | remaining: 100s    
step 00468 (66.8%) | loss: 4.6543 | lrm: 0.66 | dt: 442ms | tok/sec: 148,368 | mfu: 14.6% | remaining: 99s    
step 00469 (66.9%) | loss: 4.6254 | lrm: 0.66 | dt: 447ms | tok/sec: 146,725 | mfu: 14.4% | remaining: 99s    
step 00470 (67.1%) | loss: 4.6078 | lrm: 0.66 | dt: 439ms | tok/sec: 149,252 | mfu: 14.6% | remaining: 98s    
step 00471 (67.2%) | loss: 4.5970 | lrm: 0.66 | dt: 445ms | tok/sec: 147,164 | mfu: 14.4% | remaining: 98s    
step 00472 (67.4%) | loss: 4.5727 | lrm: 0.65 | dt: 440ms | tok/sec: 149,089 | mfu: 14.6% | remaining: 97s    
step 00473 (67.5%) | loss: 4.5474 | lrm: 0.65 | dt: 444ms | tok/sec: 147,749 | mfu: 14.5% | remaining: 97s    
step 00474 (67.7%) | loss: 4.5339 | lrm: 0.65 | dt: 442ms | tok/sec: 148,423 | mfu: 14.6% | remaining: 97s    
step 00475 (67.8%) | loss: 4.5131 | lrm: 0.64 | dt: 444ms | tok/sec: 147,717 | mfu: 14.5% | remaining: 96s    
step 00476 (68.0%) | loss: 4.4872 | lrm: 0.64 | dt: 442ms | tok/sec: 148,426 | mfu: 14.6% | remaining: 96s    
step 00477 (68.1%) | loss: 4.4729 | lrm: 0.64 | dt: 447ms | tok/sec: 146,470 | mfu: 14.4% | remaining: 95s    
step 00478 (68.3%) | loss: 4.4553 | lrm: 0.63 | dt: 441ms | tok/sec: 148,638 | mfu: 14.6% | remaining: 95s    
step 00479 (68.4%) | loss: 4.4445 | lrm: 0.63 | dt: 444ms | tok/sec: 147,621 | mfu: 14.5% | remaining: 94s    
step 00480 (68.6%) | loss: 4.4284 | lrm: 0.63 | dt: 438ms | tok/sec: 149,678 | mfu: 14.7% | remaining: 94s    
step 00481 (68.7%) | loss: 4.4148 | lrm: 0.63 | dt: 447ms | tok/sec: 146,553 | mfu: 14.4% | remaining: 93s    
step 00482 (68.9%) | loss: 4.4064 | lrm: 0.62 | dt: 438ms | tok/sec: 149,608 | mfu: 14.7% | remaining: 93s    
step 00483 (69.0%) | loss: 4.3917 | lrm: 0.62 | dt: 445ms | tok/sec: 147,272 | mfu: 14.4% | remaining: 93s    
step 00484 (69.2%) | loss: 4.3788 | lrm: 0.62 | dt: 441ms | tok/sec: 148,648 | mfu: 14.6% | remaining: 92s    
step 00485 (69.3%) | loss: 4.3770 | lrm: 0.61 | dt: 440ms | tok/sec: 148,976 | mfu: 14.6% | remaining: 92s    
step 00486 (69.4%) | loss: 4.3576 | lrm: 0.61 | dt: 441ms | tok/sec: 148,626 | mfu: 14.6% | remaining: 91s    
step 00487 (69.6%) | loss: 4.3566 | lrm: 0.61 | dt: 443ms | tok/sec: 147,955 | mfu: 14.5% | remaining: 91s    
step 00488 (69.7%) | loss: 4.3360 | lrm: 0.61 | dt: 446ms | tok/sec: 146,785 | mfu: 14.4% | remaining: 90s    
step 00489 (69.9%) | loss: 4.3304 | lrm: 0.60 | dt: 503ms | tok/sec: 130,374 | mfu: 12.8% | remaining: 90s    
step 00490 (70.1%) | loss: 4.2970 | lrm: 0.60 | dt: 437ms | tok/sec: 149,988 | mfu: 14.7% | remaining: 89s    
step 00491 (70.2%) | loss: 4.2645 | lrm: 0.60 | dt: 444ms | tok/sec: 147,735 | mfu: 14.5% | remaining: 89s    
step 00492 (70.4%) | loss: 4.2445 | lrm: 0.59 | dt: 444ms | tok/sec: 147,662 | mfu: 14.5% | remaining: 89s    
step 00493 (70.5%) | loss: 4.2317 | lrm: 0.59 | dt: 440ms | tok/sec: 149,036 | mfu: 14.6% | remaining: 88s    
step 00494 (70.6%) | loss: 4.2236 | lrm: 0.59 | dt: 441ms | tok/sec: 148,557 | mfu: 14.6% | remaining: 88s    
step 00495 (70.8%) | loss: 4.2147 | lrm: 0.58 | dt: 440ms | tok/sec: 149,064 | mfu: 14.6% | remaining: 87s    
step 00496 (70.9%) | loss: 4.1988 | lrm: 0.58 | dt: 445ms | tok/sec: 147,434 | mfu: 14.5% | remaining: 87s    
step 00497 (71.1%) | loss: 4.1811 | lrm: 0.58 | dt: 438ms | tok/sec: 149,576 | mfu: 14.7% | remaining: 86s    
step 00498 (71.2%) | loss: 4.2757 | lrm: 0.58 | dt: 440ms | tok/sec: 149,081 | mfu: 14.6% | remaining: 86s    
step 00499 (71.4%) | loss: 4.2616 | lrm: 0.57 | dt: 442ms | tok/sec: 148,409 | mfu: 14.6% | remaining: 85s    
step 00500 (71.5%) | loss: 4.6790 | lrm: 0.57 | dt: 442ms | tok/sec: 148,410 | mfu: 14.6% | remaining: 85s    
step 00501 (71.7%) | loss: 4.6938 | lrm: 0.57 | dt: 445ms | tok/sec: 147,164 | mfu: 14.4% | remaining: 85s    
step 00502 (71.8%) | loss: 4.9189 | lrm: 0.56 | dt: 438ms | tok/sec: 149,581 | mfu: 14.7% | remaining: 84s    
step 00503 (72.0%) | loss: 8.5725 | lrm: 0.56 | dt: 443ms | tok/sec: 147,934 | mfu: 14.5% | remaining: 84s    
step 00504 (72.1%) | loss: 8.3150 | lrm: 0.56 | dt: 440ms | tok/sec: 148,838 | mfu: 14.6% | remaining: 83s    
step 00505 (72.3%) | loss: 12.3613 | lrm: 0.55 | dt: 444ms | tok/sec: 147,525 | mfu: 14.5% | remaining: 83s    
step 00506 (72.4%) | loss: 13.8960 | lrm: 0.55 | dt: 442ms | tok/sec: 148,341 | mfu: 14.6% | remaining: 82s    
